"node_from","layer_from","layer_to","node_to","weight","trial_num"
144,4,1,144,0.25,900
144,4,3,144,0.25,900
177,5,1,177,0.333333333333333,900
225,2,1,225,0.2,900
225,4,1,225,0.2,900
225,4,2,225,0.2,900
66,3,1,66,0.142857142857143,900
46,3,2,46,0.125,900
197,3,2,197,0.333333333333333,900
226,5,4,226,0.333333333333333,900
138,4,3,138,0.25,900
138,5,3,138,0.333333333333333,900
138,5,4,138,0.25,900
75,4,2,75,0.166666666666667,900
117,5,3,117,0.25,900
200,5,4,200,0.25,900
36,3,2,36,0.25,900
114,5,3,114,0.142857142857143,900
39,4,3,39,0.2,900
204,5,3,204,0.2,900
148,5,3,148,0.142857142857143,900
121,4,3,121,0.4,900
119,4,3,119,0.2,900
104,5,4,104,1,900
68,4,3,68,0.125,901
138,4,1,138,0.285714285714286,901
138,4,3,138,0.285714285714286,901
197,4,2,197,0.25,901
43,3,1,43,0.142857142857143,901
144,3,1,144,0.166666666666667,901
144,4,3,144,0.166666666666667,901
225,3,1,225,0.2,901
225,4,3,225,0.142857142857143,901
226,5,3,226,0.166666666666667,901
49,4,3,49,0.25,901
223,5,2,223,0.25,901
108,3,2,108,0.2,901
47,3,2,47,0.5,901
204,5,3,204,0.2,901
79,5,3,79,0.333333333333333,901
104,4,3,104,0.166666666666667,901
104,5,3,104,0.25,901
104,5,4,104,0.2,901
163,5,3,163,0.166666666666667,901
50,4,3,50,0.2,901
81,4,3,81,0.6,901
197,2,1,197,0.25,902
197,4,1,197,0.4,902
197,4,2,197,0.333333333333333,902
93,2,1,93,0.333333333333333,902
93,5,1,93,0.333333333333333,902
93,5,2,93,0.333333333333333,902
186,4,1,186,0.25,902
234,3,2,234,0.2,902
46,2,1,46,0.166666666666667,902
46,5,3,46,0.2,902
49,4,2,49,0.25,902
182,4,2,182,0.166666666666667,902
47,4,2,47,0.333333333333333,902
108,3,2,108,0.125,902
158,3,2,158,0.2,902
117,5,2,117,0.25,902
50,4,3,50,0.2,902
204,4,3,204,0.166666666666667,902
119,4,3,119,0.142857142857143,902
119,5,4,119,0.166666666666667,902
162,5,3,162,0.25,902
81,4,3,81,0.125,902
78,2,1,78,0.25,903
83,4,3,83,0.25,903
93,3,1,93,0.25,903
93,5,4,93,0.142857142857143,903
226,4,2,226,0.25,903
144,4,2,144,0.285714285714286,903
75,4,3,75,0.125,903
225,2,1,225,0.25,903
225,3,2,225,0.166666666666667,903
225,4,2,225,0.25,903
225,4,3,225,0.2,903
234,4,3,234,0.25,903
36,3,2,36,0.111111111111111,903
117,5,2,117,0.166666666666667,903
178,3,2,178,0.166666666666667,903
178,5,3,178,0.142857142857143,903
139,3,2,139,0.25,903
139,4,3,139,0.5,903
182,4,2,182,0.125,903
223,4,3,223,0.2,903
94,3,2,94,0.25,903
114,3,2,114,0.2,903
166,3,2,166,0.333333333333333,903
204,4,3,204,0.25,903
104,5,4,104,0.2,903
43,2,1,43,0.166666666666667,904
75,2,1,75,0.25,904
78,2,1,78,0.25,904
93,2,1,93,0.333333333333333,904
93,4,3,93,0.142857142857143,904
186,4,1,186,0.333333333333333,904
225,4,1,225,0.2,904
225,5,1,225,0.5,904
225,4,3,225,0.2,904
225,5,4,225,0.25,904
234,4,3,234,0.5,904
165,4,1,165,0.166666666666667,904
203,5,3,203,0.5,904
138,4,3,138,0.5,904
83,4,1,83,0.2,904
49,4,2,49,0.25,904
49,4,3,49,0.333333333333333,904
58,3,2,58,0.166666666666667,904
226,4,2,226,0.2,904
114,5,3,114,1,904
139,3,2,139,0.2,904
39,3,2,39,0.333333333333333,904
39,4,3,39,0.25,904
158,4,2,158,0.2,904
158,4,3,158,0.166666666666667,904
104,4,3,104,0.142857142857143,904
121,4,3,121,0.333333333333333,904
225,2,1,225,0.4,905
234,4,3,234,0.166666666666667,905
186,4,1,186,0.2,905
183,4,3,183,0.2,905
75,4,2,75,0.111111111111111,905
68,3,1,68,0.5,905
138,2,1,138,0.25,905
117,3,2,117,0.166666666666667,905
144,4,2,144,0.25,905
144,5,3,144,0.333333333333333,905
158,4,2,158,0.25,905
227,3,2,227,0.166666666666667,905
199,4,3,199,0.333333333333333,905
121,4,3,121,0.111111111111111,905
39,4,3,39,0.142857142857143,905
68,4,1,68,0.2,906
234,3,1,234,0.2,906
234,4,3,234,0.2,906
197,4,2,197,0.333333333333333,906
75,4,1,75,0.2,906
93,5,4,93,0.2,906
144,5,2,144,0.333333333333333,906
225,3,1,225,0.25,906
225,4,3,225,0.142857142857143,906
83,4,2,83,0.5,906
226,4,1,226,0.142857142857143,906
226,5,3,226,0.333333333333333,906
46,4,3,46,0.25,906
114,5,3,114,1,906
39,3,2,39,0.333333333333333,906
96,5,2,96,0.25,906
139,5,4,139,0.166666666666667,906
158,4,3,158,0.2,906
204,4,3,204,0.166666666666667,906
121,4,3,121,0.25,906
160,5,3,160,0.166666666666667,906
178,5,3,178,0.2,906
46,3,2,46,0.2,907
75,4,1,75,0.2,907
75,4,3,75,0.166666666666667,907
75,5,3,75,0.25,907
226,4,1,226,0.25,907
226,5,2,226,0.2,907
93,2,1,93,0.166666666666667,907
93,4,1,93,0.2,907
197,3,1,197,0.2,907
197,3,2,197,0.333333333333333,907
197,4,3,197,0.25,907
144,5,3,144,1,907
234,3,2,234,0.25,907
39,4,3,39,0.2,907
49,3,2,49,0.25,907
58,3,2,58,0.125,907
139,5,4,139,0.5,907
182,4,2,182,0.25,907
83,3,2,83,0.25,907
200,4,2,200,0.25,907
178,3,2,178,0.2,907
68,4,3,68,0.1,907
119,5,3,119,0.2,907
90,5,4,90,0.25,907
83,4,1,83,0.25,908
144,3,1,144,0.5,908
144,5,2,144,0.25,908
197,3,1,197,0.142857142857143,908
183,4,1,183,0.125,908
183,4,3,183,0.125,908
234,3,1,234,0.2,908
46,3,1,46,0.2,908
46,5,2,46,0.5,908
138,2,1,138,0.2,908
225,4,2,225,0.25,908
225,5,3,225,0.25,908
166,3,2,166,0.142857142857143,908
182,4,2,182,0.2,908
158,4,2,158,0.333333333333333,908
200,5,4,200,0.5,908
178,5,3,178,0.142857142857143,908
139,4,2,139,0.2,908
139,4,3,139,0.142857142857143,908
139,5,4,139,0.142857142857143,908
79,5,3,79,0.333333333333333,908
204,5,3,204,0.166666666666667,908
119,5,3,119,0.166666666666667,908
90,5,4,90,0.25,908
68,3,1,68,0.142857142857143,909
68,4,3,68,0.125,909
46,5,4,46,0.333333333333333,909
75,3,2,75,0.2,909
144,5,3,144,0.2,909
124,4,1,124,0.5,909
234,3,2,234,0.2,909
36,3,2,36,0.2,909
108,3,2,108,0.142857142857143,909
138,5,3,138,0.25,909
96,5,2,96,0.25,909
47,3,2,47,0.25,909
184,3,2,184,0.2,909
139,4,2,139,0.142857142857143,909
139,4,3,139,0.166666666666667,909
139,5,4,139,0.142857142857143,909
178,5,3,178,0.4,909
226,3,2,226,0.25,909
118,5,3,118,0.166666666666667,909
214,5,4,214,0.333333333333333,909
197,2,1,197,0.25,910
197,4,1,197,0.166666666666667,910
197,4,2,197,0.2,910
234,4,2,234,1,910
46,5,4,46,0.5,910
225,4,1,225,0.2,910
225,5,3,225,0.2,910
165,4,1,165,0.166666666666667,910
183,4,3,183,0.2,910
203,5,3,203,0.5,910
93,4,2,93,0.333333333333333,910
39,4,2,39,0.125,910
39,4,3,39,0.25,910
139,4,3,139,0.333333333333333,910
139,5,3,139,0.166666666666667,910
139,5,4,139,0.25,910
36,3,2,36,0.166666666666667,910
182,4,2,182,0.166666666666667,910
119,4,3,119,0.125,910
79,5,3,79,0.142857142857143,910
104,4,3,104,0.25,910
104,5,4,104,0.333333333333333,910
213,5,3,213,0.333333333333333,910
162,4,3,162,0.333333333333333,910
93,4,1,93,0.25,911
93,4,2,93,0.5,911
226,5,3,226,0.2,911
46,4,3,46,0.166666666666667,911
46,5,3,46,0.25,911
186,4,1,186,0.25,911
225,3,2,225,0.25,911
225,4,3,225,0.25,911
197,3,2,197,0.25,911
197,4,3,197,0.333333333333333,911
234,4,3,234,0.2,911
75,3,2,75,0.333333333333333,911
75,5,2,75,0.25,911
83,3,2,83,0.166666666666667,911
83,4,2,83,0.2,911
83,4,3,83,0.166666666666667,911
139,3,2,139,0.333333333333333,911
158,4,2,158,0.166666666666667,911
200,5,2,200,0.2,911
200,5,4,200,0.25,911
117,5,2,117,0.5,911
162,4,3,162,0.125,911
160,5,3,160,0.142857142857143,911
163,5,3,163,0.25,911
81,5,4,81,0.166666666666667,911
119,5,4,119,0.125,911
144,3,1,144,0.25,912
144,5,1,144,0.5,912
144,4,3,144,0.25,912
144,5,3,144,0.333333333333333,912
75,5,3,75,0.2,912
75,5,4,75,0.333333333333333,912
78,2,1,78,0.2,912
83,3,1,83,0.5,912
197,3,1,197,0.25,912
234,3,2,234,0.25,912
234,4,3,234,0.166666666666667,912
225,4,2,225,0.25,912
183,4,3,183,0.333333333333333,912
46,5,3,46,0.25,912
182,4,2,182,0.333333333333333,912
39,3,2,39,0.166666666666667,912
39,4,3,39,0.25,912
49,3,2,49,0.166666666666667,912
49,4,3,49,0.125,912
139,4,3,139,0.333333333333333,912
223,4,3,223,0.5,912
104,5,4,104,0.5,912
121,4,3,121,0.142857142857143,912
163,5,3,163,0.25,912
79,5,3,79,0.25,912
226,5,4,226,0.2,912
50,4,3,50,0.166666666666667,912
119,4,3,119,0.333333333333333,912
119,5,3,119,0.333333333333333,912
119,5,4,119,0.2,912
90,5,4,90,0.333333333333333,912
43,2,1,43,0.166666666666667,913
46,4,3,46,0.5,913
75,5,3,75,0.25,913
225,4,2,225,0.25,913
93,3,2,93,0.25,913
144,4,1,144,0.5,913
234,2,1,234,0.166666666666667,913
226,2,1,226,0.25,913
226,3,2,226,0.285714285714286,913
226,5,4,226,0.5,913
138,4,3,138,0.333333333333333,913
139,3,2,139,0.25,913
158,3,2,158,0.166666666666667,913
158,4,2,158,0.333333333333333,913
158,4,3,158,0.4,913
117,5,3,117,0.142857142857143,913
36,3,2,36,0.2,913
96,5,2,96,0.2,913
227,3,2,227,0.111111111111111,913
178,5,3,178,0.2,913
81,5,3,81,0.25,913
121,4,3,121,0.333333333333333,913
116,5,3,116,0.2,913
116,5,4,116,0.25,913
163,5,3,163,0.25,913
104,5,4,104,0.142857142857143,913
174,5,4,174,0.5,913
90,5,4,90,0.2,913
75,3,1,75,0.2,914
75,4,2,75,0.333333333333333,914
83,4,2,83,0.2,914
138,2,1,138,0.25,914
138,5,1,138,0.5,914
138,5,2,138,0.333333333333333,914
46,3,2,46,0.25,914
93,3,2,93,0.333333333333333,914
93,5,3,93,0.166666666666667,914
226,5,4,226,0.25,914
43,2,1,43,0.25,914
183,4,1,183,0.2,914
197,3,2,197,0.076923076923077,914
197,4,2,197,0.2,914
49,4,2,49,0.125,914
225,4,3,225,0.5,914
225,5,3,225,0.25,914
225,5,4,225,0.333333333333333,914
200,4,2,200,0.333333333333333,914
139,5,4,139,0.333333333333333,914
104,5,4,104,1,914
116,5,3,116,0.2,914
119,5,4,119,0.25,914
148,5,3,148,0.25,914
174,5,4,174,0.4,914
111,5,4,111,0.2,914
81,5,4,81,0.5,914
75,4,2,75,0.333333333333333,915
225,2,1,225,0.166666666666667,915
225,3,1,225,0.5,915
225,4,1,225,0.25,915
225,3,2,225,0.2,915
225,4,2,225,0.142857142857143,915
43,2,1,43,0.2,915
183,3,1,183,0.142857142857143,915
183,4,3,183,0.25,915
234,3,1,234,0.142857142857143,915
93,3,2,93,0.5,915
117,5,3,117,0.2,915
166,3,2,166,0.5,915
139,4,2,139,0.142857142857143,915
139,5,3,139,0.2,915
49,3,2,49,0.333333333333333,915
58,3,2,58,0.2,915
116,4,3,116,0.2,915
116,5,3,116,0.333333333333333,915
116,5,4,116,0.333333333333333,915
104,5,4,104,0.25,915
46,5,4,46,0.333333333333333,915
68,4,1,68,0.333333333333333,916
88,2,1,88,0.142857142857143,916
43,2,1,43,0.25,916
66,3,1,66,0.2,916
183,4,3,183,0.333333333333333,916
225,4,2,225,0.166666666666667,916
144,5,2,144,0.333333333333333,916
144,4,3,144,0.111111111111111,916
144,5,4,144,0.125,916
170,4,2,170,0.2,916
200,4,2,200,0.25,916
226,4,2,226,0.166666666666667,916
226,4,3,226,0.142857142857143,916
166,3,2,166,0.285714285714286,916
47,3,2,47,0.25,916
93,4,3,93,0.25,916
46,4,2,46,0.333333333333333,916
169,5,2,169,0.25,916
199,4,3,199,0.2,916
50,4,3,50,0.111111111111111,916
81,5,3,81,0.2,916
81,5,4,81,0.25,916
163,5,3,163,0.25,916
204,5,4,204,0.125,916
104,5,4,104,0.2,916
138,4,2,138,0.25,917
197,4,1,197,0.2,917
234,2,1,234,0.2,917
234,3,1,234,0.5,917
234,3,2,234,0.142857142857143,917
75,2,1,75,1,917
226,4,2,226,0.333333333333333,917
93,5,2,93,0.5,917
144,5,3,144,0.333333333333333,917
144,5,4,144,0.166666666666667,917
114,5,3,114,0.166666666666667,917
227,3,2,227,0.166666666666667,917
169,5,2,169,0.142857142857143,917
223,4,2,223,0.25,917
36,3,2,36,0.2,917
117,5,2,117,0.2,917
139,3,2,139,1,917
79,5,3,79,0.333333333333333,917
204,5,4,204,0.25,917
162,5,4,162,0.25,917
174,5,4,174,0.142857142857143,917
138,5,1,138,1,918
138,4,2,138,0.2,918
83,3,1,83,0.333333333333333,918
75,2,1,75,0.125,918
75,3,2,75,0.166666666666667,918
75,4,2,75,0.142857142857143,918
75,4,3,75,0.25,918
226,3,2,226,0.333333333333333,918
124,4,1,124,0.25,918
46,3,2,46,0.2,918
93,3,2,93,0.142857142857143,918
93,4,2,93,0.2,918
183,4,3,183,0.2,918
197,4,3,197,0.125,918
117,5,2,117,0.333333333333333,918
114,3,2,114,0.111111111111111,918
200,5,4,200,0.333333333333333,918
227,3,2,227,0.166666666666667,918
144,5,3,144,0.2,918
144,5,4,144,0.333333333333333,918
158,4,2,158,0.166666666666667,918
158,4,3,158,0.125,918
170,4,2,170,0.166666666666667,918
213,5,3,213,0.25,918
162,4,3,162,0.333333333333333,918
104,4,3,104,0.166666666666667,918
104,5,4,104,0.2,918
160,5,3,160,0.333333333333333,918
123,3,1,123,0.166666666666667,919
183,4,1,183,0.25,919
144,4,2,144,0.5,919
226,2,1,226,0.333333333333333,919
226,4,1,226,0.333333333333333,919
226,4,2,226,0.2,919
46,2,1,46,0.333333333333333,919
46,4,1,46,0.142857142857143,919
46,5,4,46,0.125,919
223,4,2,223,0.125,919
223,4,3,223,0.333333333333333,919
114,3,2,114,0.2,919
225,3,2,225,0.142857142857143,919
225,4,2,225,0.2,919
225,5,2,225,0.166666666666667,919
225,4,3,225,0.2,919
225,5,3,225,0.166666666666667,919
47,3,2,47,0.2,919
47,4,2,47,0.2,919
47,4,3,47,0.142857142857143,919
182,4,2,182,0.333333333333333,919
93,5,2,93,0.2,919
169,5,2,169,0.142857142857143,919
170,4,2,170,0.25,919
81,4,3,81,0.25,919
162,4,3,162,0.166666666666667,919
162,5,4,162,0.25,919
119,5,3,119,0.333333333333333,919
50,4,3,50,0.25,919
104,5,4,104,0.333333333333333,919
116,5,4,116,0.333333333333333,919
204,4,3,204,0.25,919
204,5,3,204,0.333333333333333,919
204,5,4,204,0.666666666666667,919
111,5,4,111,0.2,919
75,2,1,75,0.166666666666667,920
75,5,1,75,0.333333333333333,920
75,4,2,75,0.166666666666667,920
75,5,2,75,0.166666666666667,920
93,2,1,93,0.25,920
144,4,1,144,0.166666666666667,920
183,4,1,183,0.125,920
234,3,2,234,0.333333333333333,920
43,3,2,43,0.25,920
203,3,1,203,0.142857142857143,920
197,4,3,197,0.333333333333333,920
49,4,2,49,0.166666666666667,920
58,3,2,58,0.2,920
178,5,2,178,0.2,920
182,4,2,182,1,920
96,5,2,96,0.166666666666667,920
158,3,2,158,0.25,920
158,4,2,158,0.333333333333333,920
158,4,3,158,0.5,920
39,4,2,39,0.2,920
47,3,2,47,0.5,920
225,4,3,225,0.5,920
94,3,2,94,0.5,920
119,5,3,119,0.2,920
199,4,3,199,0.142857142857143,920
162,4,3,162,0.2,920
50,4,3,50,0.166666666666667,920
174,5,4,174,0.166666666666667,920
75,2,1,75,0.4,921
75,4,2,75,0.25,921
83,4,1,83,0.2,921
197,3,2,197,1,921
226,2,1,226,0.25,921
226,4,1,226,0.5,921
226,4,2,226,0.2,921
226,5,4,226,0.5,921
93,2,1,93,0.166666666666667,921
93,4,1,93,0.5,921
234,4,2,234,0.166666666666667,921
225,4,1,225,0.25,921
138,4,2,138,0.333333333333333,921
49,4,3,49,0.125,921
178,5,3,178,0.5,921
170,4,2,170,0.2,921
184,3,2,184,0.111111111111111,921
139,4,2,139,0.5,921
139,5,2,139,0.2,921
139,5,4,139,0.2,921
200,5,4,200,0.666666666666667,921
118,5,3,118,0.166666666666667,921
79,5,3,79,0.125,921
162,5,3,162,0.333333333333333,921
163,5,3,163,1,921
204,4,3,204,0.25,921
204,5,4,204,0.25,921
116,4,3,116,0.5,921
160,5,3,160,0.166666666666667,921
90,5,4,90,0.142857142857143,921
186,4,1,186,0.2,922
46,4,1,46,0.2,922
234,3,1,234,0.2,922
234,4,2,234,0.25,922
234,4,3,234,0.2,922
93,4,3,93,0.25,922
49,3,2,49,0.2,922
49,4,3,49,0.25,922
138,3,2,138,0.125,922
144,4,2,144,1,922
144,5,3,144,0.25,922
178,3,2,178,0.142857142857143,922
178,5,2,178,0.142857142857143,922
108,3,2,108,0.1,922
223,4,2,223,0.2,922
162,5,4,162,0.5,922
121,4,3,121,0.25,922
81,5,4,81,0.25,922
118,5,3,118,0.166666666666667,922
226,5,3,226,0.166666666666667,922
119,5,4,119,0.333333333333333,922
214,5,4,214,0.5,922
226,5,1,226,0.25,923
226,4,3,226,0.2,923
226,5,3,226,0.2,923
43,3,1,43,0.2,923
234,2,1,234,0.166666666666667,923
138,5,2,138,0.166666666666667,923
138,4,3,138,0.25,923
138,5,3,138,0.2,923
203,3,1,203,0.5,923
75,5,2,75,0.333333333333333,923
144,5,3,144,0.166666666666667,923
47,4,2,47,0.25,923
49,3,2,49,0.25,923
117,5,2,117,0.2,923
225,4,2,225,0.142857142857143,923
36,3,2,36,0.142857142857143,923
223,4,2,223,0.25,923
223,5,4,223,0.25,923
227,3,2,227,0.25,923
182,4,2,182,0.25,923
46,5,4,46,0.166666666666667,923
204,5,4,204,1,923
79,5,3,79,0.166666666666667,923
116,5,4,116,0.2,923
144,2,1,144,0.2,924
144,5,1,144,0.25,924
144,3,2,144,0.142857142857143,924
144,4,2,144,0.1,924
144,5,2,144,0.125,924
144,4,3,144,0.125,924
144,5,3,144,0.166666666666667,924
93,4,1,93,0.333333333333333,924
93,5,3,93,1,924
203,5,1,203,0.5,924
138,2,1,138,0.2,924
138,4,1,138,0.142857142857143,924
138,4,2,138,0.25,924
138,5,2,138,0.142857142857143,924
138,5,3,138,0.142857142857143,924
138,5,4,138,0.111111111111111,924
68,4,1,68,0.5,924
183,4,3,183,0.166666666666667,924
58,3,2,58,0.333333333333333,924
184,3,2,184,0.2,924
200,4,2,200,0.285714285714286,924
200,5,2,200,0.125,924
169,5,2,169,0.142857142857143,924
197,4,2,197,0.25,924
117,3,2,117,1,924
49,4,3,49,0.333333333333333,924
204,4,3,204,0.2,924
104,5,3,104,0.333333333333333,924
214,5,4,214,0.2,924
177,5,1,177,0.166666666666667,925
183,4,1,183,0.2,925
183,4,3,183,0.166666666666667,925
203,3,1,203,0.333333333333333,925
144,2,1,144,0.2,925
144,4,1,144,0.142857142857143,925
144,4,3,144,0.2,925
225,5,3,225,0.333333333333333,925
226,5,2,226,0.2,925
226,5,4,226,0.333333333333333,925
93,3,2,93,0.125,925
93,4,3,93,0.111111111111111,925
182,4,2,182,0.333333333333333,925
94,3,2,94,0.166666666666667,925
108,3,2,108,0.2,925
138,4,3,138,0.5,925
197,3,2,197,0.125,925
197,4,3,197,0.125,925
83,4,2,83,0.25,925
39,4,3,39,0.125,925
162,5,3,162,0.5,925
116,4,3,116,0.25,925
213,5,3,213,0.5,925
121,4,3,121,0.125,925
43,3,2,43,0.333333333333333,926
46,5,1,46,0.25,926
75,5,1,75,0.25,926
75,4,2,75,0.166666666666667,926
83,2,1,83,0.5,926
83,3,2,83,0.2,926
83,4,3,83,0.166666666666667,926
144,2,1,144,0.25,926
144,5,2,144,0.333333333333333,926
186,4,1,186,0.142857142857143,926
197,4,1,197,0.25,926
197,4,2,197,0.125,926
226,2,1,226,0.25,926
226,4,2,226,0.333333333333333,926
93,4,2,93,0.5,926
139,5,2,139,0.2,926
139,4,3,139,0.5,926
47,3,2,47,0.333333333333333,926
47,4,2,47,0.333333333333333,926
47,4,3,47,1,926
114,3,2,114,0.166666666666667,926
223,3,2,223,0.25,926
223,4,3,223,0.285714285714286,926
81,4,3,81,0.25,926
90,5,4,90,0.166666666666667,926
111,5,4,111,0.25,926
162,5,4,162,0.333333333333333,926
174,5,4,174,0.5,926
203,5,1,203,0.2,927
83,4,2,83,0.2,927
83,4,3,83,0.5,927
43,3,1,43,0.125,927
93,5,4,93,0.333333333333333,927
144,3,2,144,0.333333333333333,927
144,5,2,144,0.333333333333333,927
144,5,3,144,0.333333333333333,927
144,5,4,144,0.333333333333333,927
234,4,3,234,0.333333333333333,927
78,2,1,78,0.333333333333333,927
124,4,1,124,0.25,927
225,4,3,225,0.111111111111111,927
225,5,3,225,0.111111111111111,927
182,4,2,182,0.5,927
58,3,2,58,0.142857142857143,927
223,3,2,223,0.2,927
223,5,2,223,0.666666666666667,927
223,5,3,223,0.166666666666667,927
200,4,2,200,0.166666666666667,927
47,4,3,47,0.333333333333333,927
139,4,2,139,0.166666666666667,927
139,4,3,139,0.428571428571428,927
139,5,3,139,0.125,927
170,4,2,170,0.166666666666667,927
49,4,2,49,0.25,927
49,4,3,49,0.25,927
158,4,2,158,0.125,927
162,5,3,162,0.2,927
116,4,3,116,0.333333333333333,927
160,5,3,160,0.166666666666667,927
118,5,3,118,1,927
75,5,1,75,0.25,928
75,4,2,75,0.142857142857143,928
75,5,2,75,0.2,928
83,2,1,83,0.333333333333333,928
138,5,1,138,0.5,928
234,3,1,234,0.166666666666667,928
234,4,2,234,0.333333333333333,928
183,4,3,183,0.142857142857143,928
46,3,2,46,0.142857142857143,928
144,2,1,144,0.333333333333333,928
144,4,2,144,0.166666666666667,928
144,5,2,144,0.25,928
144,5,4,144,0.142857142857143,928
93,2,1,93,0.2,928
94,3,2,94,0.2,928
139,4,2,139,0.285714285714286,928
197,4,2,197,0.333333333333333,928
200,4,2,200,0.125,928
200,5,4,200,0.142857142857143,928
227,3,2,227,0.333333333333333,928
158,4,2,158,0.25,928
158,4,3,158,0.142857142857143,928
223,4,2,223,0.333333333333333,928
114,5,2,114,0.5,928
225,5,4,225,0.25,928
116,5,3,116,0.333333333333333,928
174,5,4,174,0.5,928
68,4,3,68,0.333333333333333,929
123,3,1,123,0.25,929
144,5,4,144,0.2,929
93,3,2,93,0.333333333333333,929
226,3,2,226,1,929
226,5,4,226,0.5,929
96,5,2,96,0.142857142857143,929
139,5,2,139,0.2,929
139,4,3,139,0.333333333333333,929
225,4,2,225,0.333333333333333,929
227,3,2,227,0.125,929
58,3,2,58,0.166666666666667,929
36,3,2,36,0.25,929
39,4,2,39,0.166666666666667,929
158,4,2,158,0.2,929
119,4,3,119,0.4,929
223,4,3,223,0.25,929
199,4,3,199,0.166666666666667,929
81,5,4,81,0.142857142857143,929
174,5,4,174,0.333333333333333,929
78,2,1,78,0.333333333333333,930
177,5,1,177,0.333333333333333,930
197,2,1,197,0.166666666666667,930
93,3,2,93,0.142857142857143,930
144,4,2,144,0.25,930
165,4,1,165,0.166666666666667,930
138,4,2,138,0.0833333333333334,930
138,5,4,138,0.125,930
226,5,3,226,0.333333333333333,930
158,3,2,158,0.2,930
158,4,2,158,0.125,930
223,5,2,223,0.25,930
49,3,2,49,0.333333333333333,930
139,3,2,139,0.333333333333333,930
225,5,4,225,1,930
39,4,2,39,0.142857142857143,930
200,5,2,200,0.2,930
114,5,2,114,0.333333333333333,930
162,5,3,162,0.25,930
204,4,3,204,0.2,930
163,5,3,163,0.166666666666667,930
90,5,4,90,0.333333333333333,930
111,5,4,111,0.2,930
75,2,1,75,0.125,931
226,3,2,226,0.2,931
226,5,4,226,0.5,931
83,2,1,83,0.333333333333333,931
83,4,3,83,0.2,931
197,3,2,197,0.25,931
225,4,1,225,0.25,931
138,4,1,138,0.25,931
170,4,2,170,0.333333333333333,931
178,5,2,178,0.2,931
114,5,3,114,0.25,931
223,3,2,223,0.166666666666667,931
163,5,3,163,0.2,931
191,5,3,191,0.142857142857143,931
50,4,3,50,0.166666666666667,931
160,5,3,160,0.25,931
158,4,3,158,0.166666666666667,931
90,5,4,90,0.333333333333333,931
66,3,1,66,0.111111111111111,932
75,2,1,75,0.166666666666667,932
75,5,4,75,0.5,932
138,4,2,138,0.25,932
197,2,1,197,0.25,932
43,3,1,43,0.25,932
93,5,1,93,0.25,932
225,4,2,225,0.25,932
123,3,1,123,0.25,932
46,4,3,46,0.166666666666667,932
39,3,2,39,0.333333333333333,932
39,4,2,39,0.25,932
39,4,3,39,0.166666666666667,932
170,4,2,170,0.125,932
200,5,4,200,0.166666666666667,932
178,5,2,178,0.166666666666667,932
223,5,2,223,1,932
223,4,3,223,0.333333333333333,932
117,5,2,117,0.333333333333333,932
121,4,3,121,0.2,932
119,4,3,119,1,932
81,5,3,81,0.25,932
138,4,2,138,0.2,933
226,3,2,226,0.2,933
197,3,1,197,0.2,933
68,3,1,68,0.333333333333333,933
68,4,3,68,0.5,933
93,2,1,93,0.25,933
93,3,1,93,0.142857142857143,933
93,3,2,93,0.125,933
93,5,3,93,0.111111111111111,933
144,4,2,144,0.142857142857143,933
183,4,1,183,0.142857142857143,933
223,3,2,223,0.333333333333333,933
83,3,2,83,0.25,933
178,3,2,178,0.25,933
79,5,3,79,0.166666666666667,933
50,4,3,50,0.166666666666667,933
104,5,4,104,0.166666666666667,933
191,5,3,191,0.125,933
119,5,4,119,0.142857142857143,933
111,5,4,111,0.333333333333333,933
83,2,1,83,0.2,934
83,3,1,83,0.285714285714286,934
83,3,2,83,0.125,934
83,4,2,83,0.25,934
93,3,2,93,0.25,934
226,4,1,226,0.2,934
226,5,1,226,0.2,934
226,5,4,226,0.2,934
138,3,1,138,0.166666666666667,934
234,3,2,234,0.25,934
234,4,3,234,0.333333333333333,934
68,4,1,68,0.25,934
197,2,1,197,0.2,934
225,3,2,225,0.5,934
117,3,2,117,0.166666666666667,934
166,3,2,166,0.111111111111111,934
178,3,2,178,0.25,934
170,4,2,170,0.2,934
200,5,4,200,0.333333333333333,934
49,4,3,49,0.142857142857143,934
139,4,2,139,0.333333333333333,934
223,5,2,223,0.2,934
144,4,2,144,0.25,934
148,5,3,148,1,934
162,5,4,162,0.5,934
204,4,3,204,0.166666666666667,934
204,5,3,204,0.25,934
204,5,4,204,0.2,934
116,4,3,116,0.333333333333333,934
116,5,3,116,0.5,934
116,5,4,116,0.5,934
104,5,4,104,0.5,934
174,5,4,174,0.4,934
78,2,1,78,0.25,935
83,4,2,83,0.333333333333333,935
83,4,3,83,0.166666666666667,935
144,2,1,144,0.25,935
144,4,1,144,0.2,935
225,4,1,225,0.2,935
225,4,3,225,0.2,935
46,2,1,46,0.333333333333333,935
46,4,2,46,0.2,935
46,4,3,46,0.2,935
46,5,4,46,0.2,935
93,3,2,93,0.25,935
197,3,1,197,0.25,935
226,4,2,226,0.25,935
138,3,2,138,0.2,935
94,3,2,94,0.25,935
108,3,2,108,0.4,935
223,4,2,223,0.285714285714286,935
47,4,2,47,0.2,935
47,4,3,47,0.2,935
158,4,2,158,0.25,935
170,4,2,170,0.25,935
117,3,2,117,0.142857142857143,935
